X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT,CAMPING
2156117.55727464,745349.638757721,429,Knightdale Station Park - Knightdale Station Run Entrance,Knightdale Station Park,Knightdale Station Run Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2156837.11292213,745362.309664145,430,Knightdale Station Park - Knightdale Station Run Entrance,Knightdale Station Park,Knightdale Station Run Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2157266.44539681,745721.894574896,431,Knightdale Station Park - Knightdale Station Run Entrance,Knightdale Station Park,Knightdale Station Run Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2157060.6328163,745446.193354651,432,Knightdale Station Park - Knightdale Station Run Entrance,Knightdale Station Park,Knightdale Station Run Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2155437.36276889,744967.081780061,433,Knightdale Station Park - N First Ave Entrance,Knightdale Station Park,N First Ave Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2155371.12504047,744426.46901615,434,Knightdale Station Park - Pedestrian Entrance,Knightdale Station Park,Pedestrian Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2155609.17377697,745390.303374559,435,Knightdale Station Park - Pedestrian Entrance,Knightdale Station Park,Pedestrian Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2155337.40266697,743896.294223472,436,Knightdale Station Park - Poplar St Entrance,Knightdale Station Park,Poplar St Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2060111.43990405,719917.601695389,437,Koka Booth Amphitheatre - Greenway Entrance,Koka Booth Amphitheatre,Greenway Entrance,,,Town of Cary,"8003 Regency Parkway, Cary, NC","8003 Regency Parkway, Cary, NC",http://boothamphitheatre.com/,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.728911,-78.795393,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2061153.52673064,720441.863770232,438,Koka Booth Amphitheatre - Greenway Entrance,Koka Booth Amphitheatre,Greenway Entrance,,,Town of Cary,"8003 Regency Parkway, Cary, NC","8003 Regency Parkway, Cary, NC",http://boothamphitheatre.com/,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.728911,-78.795393,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2060902.6637153,720659.980788067,439,Koka Booth Amphitheatre - Regency Pkwy Entrance,Koka Booth Amphitheatre,Regency Pkwy Entrance,,,Town of Cary,"8003 Regency Parkway, Cary, NC","8003 Regency Parkway, Cary, NC",http://boothamphitheatre.com/,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.728911,-78.795393,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2110407.77730331,700835.207773641,440,Lake Benson Park - Buffaloe Rd Entrance,Lake Benson Park,Buffaloe Rd Entrance,,,Town of Garner,"921 Buffaloe Road, Garner NC, 27529","921 Buffaloe Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=13,919-772-4688,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.671913,-78.62715,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2111349.87745322,700274.2846829,441,Lake Benson Park - Pedestrian Entrance,Lake Benson Park,Pedestrian Entrance,,,Town of Garner,"921 Buffaloe Road, Garner NC, 27529","921 Buffaloe Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=13,919-772-4688,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.671913,-78.62715,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2110853.50016513,701144.812469393,442,Lake Benson Park - Pedestrian Entrance,Lake Benson Park,Pedestrian Entrance,,,Town of Garner,"921 Buffaloe Road, Garner NC, 27529","921 Buffaloe Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=13,919-772-4688,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.671913,-78.62715,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2058962.92776538,762751.457300484,443,Lake Crabtree County Park - Aviation Pkwy Entrance,Lake Crabtree County Park,Aviation Pkwy Entrance,,,Wake County,"1400 Aviation Pkwy., Morrisville, NC  27560","1400 Aviation Pkwy., Morrisville, NC  27560",https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/lake-crabtree-county-park,919-460-3390,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.843908,-78.795222,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,
2058196.75016388,761800.81254822,444,Lake Crabtree County Park - Pedestrian Entrance,Lake Crabtree County Park,Pedestrian Entrance,,,Wake County,"1400 Aviation Pkwy., Morrisville, NC  27560","1400 Aviation Pkwy., Morrisville, NC  27560",https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/lake-crabtree-county-park,919-460-3390,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.843908,-78.795222,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,
2083961.00047256,731396.065615058,445,Lake Johnson Nature Preserve - Avent Ferry Rd Entrance,Lake Johnson Nature Preserve,Avent Ferry Rd Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.75782133,-78.71402982,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2084771.60679097,732632.493260309,446,Lake Johnson Nature Preserve - Avent Ferry Rd Entrance,Lake Johnson Nature Preserve,Avent Ferry Rd Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.75782133,-78.71402982,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2084771.60679097,732632.493260309,447,Lake Johnson Park - Avent Ferry Rd Entrance,Lake Johnson Park,Avent Ferry Rd Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2083961.00047256,731396.065615058,448,Lake Johnson Park - Avent Ferry Rd Entrance,Lake Johnson Park,Avent Ferry Rd Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2087886.50869764,732341.560771316,449,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2082272.37524089,734734.437547222,450,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2082006.29375206,732370.321212471,451,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2082092.74994397,733915.437544808,452,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2086627.87506005,733671.18737714,453,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2083745.57997164,735699.550118312,454,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2082079.62693872,733648.403301984,455,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeJohnsonPark.html,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2084166.02237222,735172.142052397,456,Lake Johnson Park - Jaguar Park Dr Entrance,Lake Johnson Park,Jaguar Park Dr Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2087763.66478322,732949.374516308,457,Lake Johnson Park - Lake Dam Rd Entrance,Lake Johnson Park,Lake Dam Rd Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2084166.02237222,735172.142052397,458,Lake Johnson Pool - Jaguar Park Dr Entrance,Lake Johnson Pool,Jaguar Park Dr Entrance,,,City of Raleigh,"1416 Athens Dr, Raleigh, NC","1416 Athens Dr, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-pool,919-233-2111,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,35.76734427,-78.71589026,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2088580.60770313,776285.953853473,459,Lake Lynn Park - Greenway Entrance,Lake Lynn Park,Greenway Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2089306.53538513,777655.059711054,460,Lake Lynn Park - Greenway Entrance,Lake Lynn Park,Greenway Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2090383.28224739,778513.681025311,461,Lake Lynn Park - Greenway Entrance,Lake Lynn Park,Greenway Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2089865.01228656,774348.067965478,462,Lake Lynn Park - Greenway Entrance,Lake Lynn Park,Greenway Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
2089354.24952856,772390.500030234,463,Lake Lynn Park - Lynn Rd Entrance,Lake Lynn Park - Lynn Rd Entrance,Lynn Rd Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
2090480.07142389,772611.574391231,464,Lake Lynn Park - Pedestrian Entrance,Lake Lynn Park,Pedestrian Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2089603.50493555,778978.925173566,465,Lake Lynn Park - Ray Rd Entrance,Lake Lynn Park - Ray Rd Entrance,Ray Rd Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2090425.58071922,708375.488624811,466,Lake Wheeler Park - Lake Wheeler Rd Entrance,Lake Wheeler Park,Lake Wheeler Rd Entrance,,,City of Raleigh,"6404 Lake Wheeler Rd, Raleigh, NC","6404 Lake Wheeler Rd, Raleigh, NC",https://raleighnc.gov/places/lake-wheeler-park,919-662-5704,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,35.69175568,-78.69947059,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2110818.13475031,740245.698506311,467,LeVelle Moton Park - E Lane St Entrance,LeVelle Moton Park,E Lane St Entrance,,,City of Raleigh,"920 E Lane St, Raleigh, NC","920 E Lane St, Raleigh, NC",https://raleighnc.gov/places/levelle-moton-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.78324212,-78.62600525,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2111012.82235305,740103.543934971,468,LeVelle Moton Park - Idlewild Ave Entrance,LeVelle Moton Park,Idlewild Ave Entrance,,,City of Raleigh,"920 E Lane St, Raleigh, NC","920 E Lane St, Raleigh, NC",https://raleighnc.gov/places/levelle-moton-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.78324212,-78.62600525,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2103955.96376339,755668.158146888,469,Lassiter Mill Historical Park - Greenway Entrance,Lassiter Mill Historical Park,Greenway Entrance,,,City of Raleigh,"3300 Lassiter Falls Circle, Raleigh, NC",,,919-996-3285,,,,,,,,,Yes,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,No,Yes,Yes,No,No,
2103684.99973838,755901.069754556,470,Lassiter Mill Historical Park - Lassiter Falls Circle Entrance,Lassiter Mill Historical Park,Lassiter Falls Circle Entrance,,,City of Raleigh,"3300 Lassiter Falls Circle, Raleigh, NC",,,919-996-3285,,,,,,,,,Yes,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,Yes,Yes,No,Yes,
2100112.69881214,744942.565424889,471,Latta Property - Parker St Entrance,Latta Property,Parker St Entrance,,,City of Raleigh,"1001 Parker St, Raleigh, NC","1001 Parker St, Raleigh, NC",https://raleighnc.gov/places/latta-university-historic-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.79629365,-78.66308193,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2099752.71528013,744929.806264058,472,Latta Property - Tower St Entrance,Latta Property,Tower St Entrance,,,City of Raleigh,"1001 Parker St, Raleigh, NC","1001 Parker St, Raleigh, NC",https://raleighnc.gov/places/latta-university-historic-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.79629365,-78.66308193,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
2088767.68606913,757371.143257976,473,Laurel Hills Park - Edwards Mill Rd Entrance,Laurel Hills Park,Edwards Mill Rd Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
2090456.90414739,757067.534941316,474,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2089377.12513897,758175.752869233,475,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2089775.50852856,757872.259381726,476,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2090521.7324298,756344.498657733,477,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2089204.48375197,756459.029268563,478,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2089200.87516339,757072.687161982,479,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
2090429.12467539,757371.312220901,480,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
